Country Name,2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
South Sudan,22.74154462,27.55401599,27.24897867,27.05386827,24.92495281,25.56130126,17.45870759,20.08628008,12.00672698,..
Sudan,76.41808263,74.60472776,73.19201515,71.81590856,69.78439192,70.18317784,72.00791416,77.11203717,80.26408427,..
Syrian Arab Republic,63.5064898,62.77893855,75.03589254,79.52406813,76.43527339,89.99935539,101.0895154,113.5761609,95.19786627,..
Tanzania,57.8480982,56.60282982,63.77561693,77.04656442,75.48495237,73.09478999,77.24135223,82.20817408,85.74688799,..
Togo,48.89773243,61.29638252,63.26861866,66.2993479,73.30838776,78.84556082,77.88610174,77.19500701,78.71394191,..
Tunisia,118.4095753,116.0633787,129.1094051,130.5540392,126.3459615,125.3697596,127.7071968,126.3052836,125.6733718,..
Uganda,47.32928353,50.62023108,55.17502217,52.89740582,57.60142849,60.60467775,57.27260732,57.36556563,60.53427508,..
United Arab Emirates,150.6876042,174.6434462,182.5342367,193.7034838,212.6389865,208.9785999,208.5048332,200.6320743,185.7794253,..
West Bank and Gaza,73.90418602,73.61753936,72.20164028,77.96137302,80.10067188,84.17979591,89.97575355,86.32538513,83.78302565,..
"Yemen, Rep.",56.7968737,66.98463827,66.2187927,56.69113113,60.48634124,55.17502377,53.67893316,52.25307166,50.88854798,..
Zambia,72.75884453,69.64640308,65.68185874,72.78457238,73.43823048,79.73690961,89.15704437,96.41441171,103.9178349,..
Zimbabwe,96.17835099,102.1182479,86.83967351,92.34710538,91.79345804,98.98507333,89.40486891,90.10228966,88.75580606,..
