,productCd,countryCd,label,,,,,,,
39,85414000,"Libya, State of","Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
40,85414000,Madagascar,"Dispositifs photosensibles a semi-conducteur, y compris les cellules photovoltaiques",,,,,,,
41,85414000,Malawi,"Photosensitive semiconduct device,photovoltaic cells&light emit diodes",,,,,,,
42,85414000,Mexico,Dispositivos semiconductores fotosensibles; incluidas las celulas fotovoltaicas aunque est,,,,,,,
43,85414000,Mongolia,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators)",,,,,,,
44,85414000,Montserrat,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators)",,,,,,,
45,85414000,Mozambique,Dispositivos semiconductores fotosensibles; incluidas las celulas fotovoltaicas aunque est,,,,,,,
46,85414000,Oman,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators)",,,,,,,
47,85414000,Nepal,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators)",,,,,,,
48,85414000,Aruba,"Photosensitive semiconduct device,photovoltaic cells&light emit diodes: photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in m",,,,,,,
49,85414000,Norway,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators)",,,,,,,
50,85414000,"Micronesia, Federated States of","Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
51,85414000,Palau,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators)",,,,,,,
52,85414000,Pakistan,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators)",,,,,,,
53,85414000,Panama,"Dispositivos material semiconductor fotosensibles, incl. las células fotovoltaicas aunque estén ensambladas en modulos o paneles (exc. generadores fotovoltaicos); diodos emisores de luz",,,,,,,
54,85414000,Papua New Guinea,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators)",,,,,,,
55,85414000,Philippines,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
56,85414000,Timor-Leste,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
57,85414000,Qatar,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators)",,,,,,,
58,85414000,Rwanda,"Photosensitive semiconductor devices, including photovoltaic cells",,,,,,,
59,85414000,Saint Kitts and Nevis,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators)",,,,,,,
60,85414000,Saint Lucia,"Photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes.",,,,,,,
61,85414000,Saint Vincent and the Grenadines,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators)",,,,,,,
62,85414000,Saudi Arabia,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators)",,,,,,,
63,85414000,Seychelles,"Photosensitive semiconduct device,photovoltaic cells&light emit diodes",,,,,,,
64,85414000,Sierra Leone,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators)",,,,,,,
65,85414000,India,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
66,85414000,Viet Nam,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
67,85414000,Botswana,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators)",,,,,,,
68,85414000,Lesotho,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators)",,,,,,,
69,85414000,Namibia,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators)",,,,,,,
70,85414000,South Africa,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators)",,,,,,,
71,85414000,Eswatini,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators)",,,,,,,
72,85414000,Zimbabwe,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators)",,,,,,,
73,85414000,Sudan (before 2012),"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made-up into panels; light emitting diodes (excl. photovoltaic generators)",,,,,,,
74,85414000,Suriname,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators)",,,,,,,
75,85414000,Switzerland,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators)",,,,,,,
76,85414000,Syrian Arab Republic,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
77,85414000,Tonga,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators)",,,,,,,
