,productCd,countryCd,label,,,,,,,
172,8541400055,Australia,"Photosensitive semiconductor devices, incl. photovoltaic cells (excl. light emitting diodes(LED), LED displays, optocouplers, photosensitive transistors & diodes, infra-red & fibre optic emitters & detectors, assembled solar arrays/solar cells",,,,,,,
173,8541400071,Australia,"White light producing light-emitting diodes (LED), including LED chips, LED chip on board (COB), LED packages & LED assemblies (excl. an element for the purpose of providing power supply or power control), having a power rating not > 1 W",,,,,,,
174,8541400072,Australia,"White light producing light-emitting diodes (LED), incl. LED chips, LED chip on board (COB), LED packages & LED assemblies (excl an element for the purpose of providing power supply or power control), having power rating > 1 W but not > 5 W",,,,,,,
175,8541400073,Australia,"White light producing light-emitting diodes (LED), incl. LED chips, LED chip on board (COB), LED packages & LED assemblies (excl an element for the purpose of providing power supply or power control), having power rating > 5 W but not > 10 W",,,,,,,
176,8541400074,Australia,"White light producing light-emitting diodes (LED), including LED chips, LED chip on board (COB), LED packages & LED assemblies (excl. an element for the purpose of providing power supply or power control), having a power rating > 10 W",,,,,,,
177,8541400080,Australia,"Other light-emitting diodes (LED), LED displays, optocouplers, photosensitive transistors and diodes, infra-red and fibre optic emitters and detectors (excluding 8541400071 to 8541400074)",,,,,,,
178,8541400090,Australia,"Photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels (excluding 8541400053 to 8541400080)",,,,,,,
179,8541400090,Canada,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
180,8541400090,Cabo Verde,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators): Other",,,,,,,
181,8541400090,Costa Rica,Dispositivos semiconductores fotosensibles; incluidas las celulas fotovoltaicas aunque est: otros,,,,,,,
182,8541400090,Ghana,"Photosensitive semiconduct device,photovoltaic cells&light emit diodes: other",,,,,,,
183,8541400090,Mali,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules",,,,,,,
184,8541400091,Canada,"Optical coupled isolators, photosensitive semicondutor device",,,,,,,
185,8541400099,Canada,"Photosensitive semiconductor devices, nes",,,,,,,
186,85414001,Sri Lanka,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made-up into panels; light emitting diodes (excl. photovoltaic generators): Photovoltaic cells whether or not assembled in modules or made up into panels",,,,,,,
187,85414001,Mexico,"Dispositivos semiconductores fotosensibles; incluidas las celulas fotovoltaicas aunque est: dispositivos semiconductores fotosensibles, incluidas las c‚lulas fotovoltaicas, aunque est‚n ensambladas en m¢dulos o paneles; diodos emisores de luz.",,,,,,,
188,85414001,Norway,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators): Photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes : Solar cells, whether or not assembled in modules or panels (see also subheading 85.01.3101)",,,,,,,
189,85414001,India,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
190,854140010,Japan,"Photosensitive semiconduct device,photovoltaic cells&light emit diodes: Light emitting diodes",,,,,,,
191,854140010,Malaysia,Light emitting diodes,,,,,,,
192,85414001090,Thailand,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
193,85414001890,Thailand,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
194,85414002,Sri Lanka,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
195,85414002,Mexico,Células solares fotovoltaicas; excepto las comprendidas en la fracción 8541.40.03.,,,,,,,
196,85414002,India,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
197,854140020,Japan,"Photosensitive semiconduct device,photovoltaic cells&light emit diodes: Photovoltaic cells whether or not assembled in modules or made up into panels",,,,,,,
198,854140020,Malaysia,"Photocells, including photodiodes and phototransistors",,,,,,,
199,85414003,Mexico,Ensambles en m¢dulos o paneles de c‚lulas fotovoltaicas.,,,,,,,
200,85414003,India,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
201,85414004,India,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
202,85414009,Sri Lanka,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made-up into panels; light emitting diodes (excl. photovoltaic generators): Other",,,,,,,
203,85414009,Norway,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators): Photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes : Other",,,,,,,
204,85414009,India,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
205,854140090,Japan,"Photosensitive semiconduct device,photovoltaic cells&light emit diodes: Other",,,,,,,
206,85414009060,Thailand,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
207,854140091,Malaysia,"Other light emitting diodes, for use with articles of heading 85.25",,,,,,,
208,85414009860,Thailand,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
209,854140099,Malaysia,"Other light emitting diodes, o/t for use with articles of heading 85.25",,,,,,,
210,85414010,Albania,"light-emitting diodes, incl. laser diode",,,,,,,
211,85414010,Algeria,"Dispositifs photosensibles à semi-conducteur, y.c. les cellules photovoltaïques même assemblées en modules ou constituées en panneaux; diodes émettrices de lumière (sauf génératrices photovoltaïques) : Cellules photovoltaïques même assemblées en modules ou constituées en
panneaux",,,,,,,
212,85414010,Azerbaijan,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
213,85414010,Bahamas,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators): photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels ; light emitting diodes : photovoltaic cells (solar panels)",,,,,,,
214,85414010,Bangladesh,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators): Photosensitive semi conductor devices, including Photovoltaic cells, whether or not assembled in modules or made up into panels; light emitting diodes: Photovoltaic cells, whether or not assembled in modules or made up into panels",,,,,,,
215,85414010,Bosnia and Herzegovina,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators): Photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light-emitting diodes: Light-emitting diodes, including laser diodes",,,,,,,
216,85414010,Belize,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
217,85414010,Brunei Darussalam,Light emitting diodes (u),,,,,,,
218,85414010,Cambodia,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made-up into panels; light emitting diodes (excl. photovoltaic generators): Light emitting diodes",,,,,,,
219,85414010,Sri Lanka,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators)Solar cells whether or not assembled in modules or made up into panels",,,,,,,
220,85414010,China,Light emitting diodes,,,,,,,
221,85414010,Mayotte,"LIGHT-EMITTING DIODES, INCL. LASER DIODES",,,,,,,
222,85414010,Dominican Republic,"Dispositivos material semiconductor fotosensibles, incl. las células fotovoltaicas aunque estén ensambladas en módulos o paneles (exc. generadores fotovoltaicos); diodos emisores de luz: células fotovoltaicas ensambladas en módulos o paneles",,,,,,,
223,85414010,Fiji,"Diodes, transistors and similar semi conductor devices; photosensitive semi-conductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes; mounted piezo-electric crystals : Photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes : Solar cells",,,,,,,
224,85414010,French Polynesia,"Photopiles, cellules solaires et simil.",,,,,,,
225,85414010,Gambia,"Photosensitive semiconduct device,photovoltaic cells&light emit diodes: solar cells whether or not in modules or made up into panels",,,,,,,
226,85414010,"Hong Kong, China",Light Emitting Diodes,,,,,,,
227,85414010,"Iran, Islamic Republic of","Diodes, transistors and similar semiconductor devices; photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes; mounted piezoelectric crystals: Photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes: solar panel (converting solar energy into electricity)",,,,,,,
228,85414010,Côte d'Ivoire,"Dispositifs photosensibles à semi-conducteur, y.c. les cellules photovoltaïques même assemblées en modules ou constituées en panneaux; diodes émettrices de lumière (sauf génératrices photovoltaïques): cellules solaires même assemblées en modules ou non, ou constituées en panneaux",,,,,,,
229,85414010,Kenya,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
230,85414010,Lao People's Democratic Republic,light emitting diodes,,,,,,,
231,85414010,"Macao, China",Light emitting diodes,,,,,,,
232,85414010,Madagascar,Dispositifs photosensibles a semi-conducteur..diodes emettrices de lumiere,,,,,,,
233,85414010,Austria,"Light-emitting diodes, incl. laser diodes",,,,,,,
234,85414010,Belgium,"Light-emitting diodes, incl. laser diodes",,,,,,,
235,85414010,Bulgaria,"Light-emitting diodes, incl. laser diodes",,,,,,,
236,85414010,Croatia,"Light-emitting diodes, incl. laser diodes",,,,,,,
237,85414010,Cyprus,"Light-emitting diodes, incl. laser diodes",,,,,,,
238,85414010,Czech Republic,"Light-emitting diodes, incl. laser diodes",,,,,,,
239,85414010,Slovakia,"Light-emitting diodes, incl. laser diodes",,,,,,,
240,85414010,Slovenia,"Light-emitting diodes, incl. laser diodes",,,,,,,
241,85414010,Spain,"Light-emitting diodes, incl. laser diodes",,,,,,,
242,85414010,Sweden,"Light-emitting diodes, incl. laser diodes",,,,,,,
243,85414010,United Kingdom,"Light-emitting diodes, incl. laser diodes",,,,,,,
244,85414010,Luxembourg,"Light-emitting diodes, incl. laser diodes",,,,,,,
245,85414010,Malta,"Light-emitting diodes, incl. laser diodes",,,,,,,
246,85414010,Netherlands,"Light-emitting diodes, incl. laser diodes",,,,,,,
247,85414010,Poland,"Light-emitting diodes, incl. laser diodes",,,,,,,
248,85414010,Portugal,"Light-emitting diodes, incl. laser diodes",,,,,,,
249,85414010,Romania,"Light-emitting diodes, incl. laser diodes",,,,,,,
250,85414010,Greece,"Light-emitting diodes, incl. laser diodes",,,,,,,
251,85414010,Hungary,"Light-emitting diodes, incl. laser diodes",,,,,,,
252,85414010,Ireland,"Light-emitting diodes, incl. laser diodes",,,,,,,
253,85414010,Italy,"Light-emitting diodes, incl. laser diodes",,,,,,,
254,85414010,Latvia,"Light-emitting diodes, incl. laser diodes",,,,,,,
255,85414010,Lithuania,"Light-emitting diodes, incl. laser diodes",,,,,,,
256,85414010,Denmark,"Light-emitting diodes, incl. laser diodes",,,,,,,
257,85414010,Estonia,"Light-emitting diodes, incl. laser diodes",,,,,,,
258,85414010,Finland,"Light-emitting diodes, incl. laser diodes",,,,,,,
259,85414010,France,"Light-emitting diodes, incl. laser diodes",,,,,,,
260,85414010,Germany,"Light-emitting diodes, incl. laser diodes",,,,,,,
261,85414010,Mauritius,Photovoltaic cells whether or not assembled in modules/made up in panels,,,,,,,
262,85414010,Aruba,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) Description not available on 8 digits",,,,,,,
263,85414010,New Caledonia,Cellules photovoltaiques meme assemblees en modules ou constituees en panneaux,,,,,,,
264,85414010,Philippines,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators): Photosensitive semi-conductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes: Light emitting diodes",,,,,,,
265,85414010,Rwanda,"Solar cells and solar modules whether or not equipped with any elements like diodes,batt",,,,,,,
266,85414010,Saint Vincent and the Grenadines,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
267,85414010,Seychelles,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators) (detailed label not available)",,,,,,,
268,85414010,Singapore,Light emitting diodes,,,,,,,
269,85414010,Botswana,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators): photo-voltaic cells  whether or not assembled in modules or made up into panels",,,,,,,
270,85414010,Lesotho,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators): photo-voltaic cells  whether or not assembled in modules or made up into panels",,,,,,,
271,85414010,Namibia,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators): photo-voltaic cells  whether or not assembled in modules or made up into panels",,,,,,,
272,85414010,South Africa,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators): photo-voltaic cells  whether or not assembled in modules or made up into panels",,,,,,,
273,85414010,Eswatini,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators): photo-voltaic cells  whether or not assembled in modules or made up into panels",,,,,,,
274,85414010,Sudan (before 2012),"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) : Photovoltaic cells wheelers",,,,,,,
275,85414010,Burkina Faso,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators): photopiles, cellules solaires et similaires",,,,,,,
276,85414010,"Venezuela, Bolivarian Republic of","Células fotovoltaicas, aunque estén ensambladas emódulos o paneles",,,,,,,
277,85414010,Yemen,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators): Photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes : For solar cells",,,,,,,
278,854140100,Azerbaijan,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made-up into panels; light emitting diodes (excl. photovoltaic generators): light emitting diodes, including laser diods",,,,,,,
279,854140100,Georgia,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators): Photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light-emitting diodes: Light-emitting diodes, including laser diodes",,,,,,,
280,854140100,Greenland,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
281,854140100,Indonesia,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made-up into panels; light emitting diodes (excl. photovoltaic generators): Photovoltaic cells, assembled in modules or made up into panels",,,,,,,
282,854140100,Japan,Uncased photosensitive semiconductor devices,,,,,,,
283,854140100,Jordan,Solar panels.,,,,,,,
284,854140100,"Moldova, Republic of","Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators): light emitting diodes,including laser diodes",,,,,,,
285,8541401000,Azerbaijan,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made-up into panels; light emitting diodes (excl. photovoltaic generators): light emitting diodes, including laser diods",,,,,,,
286,8541401000,Armenia,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
287,8541401000,"Bolivia, Plurinational State of","Dispositivos semiconductores fotosensibles: celulas fotovolticas,aunque esten ensambladas en modulos o paneles",,,,,,,
288,8541401000,Belize,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
289,8541401000,Brunei Darussalam,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
290,8541401000,Myanmar,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made-up into panels; light emitting diodes (excl. photovoltaic generators): Light emitting diodes",,,,,,,
291,8541401000,Belarus,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators): light emitting diodes,including laser diodes",,,,,,,
292,8541401000,Colombia,"Dispositivos material semiconductor fotosensibles, incl. las células fotovoltaicas aunque estén ensambladas en módulos o paneles (exc. generadores fotovoltaicos); diodos emisores de luz: células fotovoltaicas  aunque estén ensambladas en módulos o paneles",,,,,,,
293,8541401000,Benin,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators): solar cells whether or not in modules or made up into panels",,,,,,,
294,8541401000,Ecuador,"Dispositivos material semiconductor fotosensibles, incl. las células fotovoltaicas aunque estén ensambladas en módulos o paneles (exc. generadores fotovoltaicos); diodos emisores de luz: células fotovoltaicas, aunque estén ensambladas en módulos o paneles",,,,,,,
295,8541401000,Ghana,"Diodes, transistors et dispositifs similaires à semi-conducteur; dispositifs photosensibles à semi-conducteur, y compris les cellules photovoltaïques même assemblées en modules ou constituées en panneaux; diodes émettrices de lumière; cristaux piézo-électriques montés: Dispositifs photosensibles à semi-conducteur, y compris les cellules photovoltaïques même assemblées en modules ou constituées en panneaux; diodes émettrices de lumière : Cellules solaires même assemblées en modules ou non, ou constituées en panneaux",,,,,,,
296,8541401000,Guinea,"Dispositifs photosensibles à semi-conducteur, y.c. les cellules photovoltaïques même assemblées en modules ou constituées en panneaux; diodes émettrices de lumière (sauf génératrices photovoltaïques): cellules solaires meme assemblees en modules ou non, ou constituees en panneaux",,,,,,,
297,8541401000,Indonesia,Light emitting diodes,,,,,,,
298,8541401000,Côte d'Ivoire,"Dispositifs photosensibles à semi-conducteur, y.c. les cellules photovoltaïques même assemblées en modules ou constituées en panneaux; diodes émettrices de lumière (sauf génératrices photovoltaïques): cellules solaires même assemblées en modules ou non, ou constituées en panneaux",,,,,,,
299,8541401000,Kazakhstan,"ДИОДЫ СВЕТОИЗЛУЧАЮЩИЕ, ВКЛЮЧАЯ ЛАЗЕРНЫЕ ДИОДЫ",,,,,,,
300,8541401000,Kyrgyzstan,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators): light emitting diodes,including laser diodes",,,,,,,
301,8541401000,Austria,"LIGHT-EMITTING DIODES, INCL. LASER DIODES",,,,,,,
302,8541401000,Belgium,"LIGHT-EMITTING DIODES, INCL. LASER DIODES",,,,,,,
303,8541401000,Bulgaria,"LIGHT-EMITTING DIODES, INCL. LASER DIODES",,,,,,,
304,8541401000,Croatia,"LIGHT-EMITTING DIODES, INCL. LASER DIODES",,,,,,,
305,8541401000,Cyprus,"LIGHT-EMITTING DIODES, INCL. LASER DIODES",,,,,,,
306,8541401000,Czech Republic,"LIGHT-EMITTING DIODES, INCL. LASER DIODES",,,,,,,
307,8541401000,Slovakia,"LIGHT-EMITTING DIODES, INCL. LASER DIODES",,,,,,,
308,8541401000,Slovenia,"LIGHT-EMITTING DIODES, INCL. LASER DIODES",,,,,,,
309,8541401000,Spain,"LIGHT-EMITTING DIODES, INCL. LASER DIODES",,,,,,,
310,8541401000,Sweden,"LIGHT-EMITTING DIODES, INCL. LASER DIODES",,,,,,,
311,8541401000,United Kingdom,"LIGHT-EMITTING DIODES, INCL. LASER DIODES",,,,,,,
312,8541401000,Luxembourg,"LIGHT-EMITTING DIODES, INCL. LASER DIODES",,,,,,,
313,8541401000,Malta,"LIGHT-EMITTING DIODES, INCL. LASER DIODES",,,,,,,
314,8541401000,Netherlands,"LIGHT-EMITTING DIODES, INCL. LASER DIODES",,,,,,,
315,8541401000,Poland,"LIGHT-EMITTING DIODES, INCL. LASER DIODES",,,,,,,
316,8541401000,Portugal,"LIGHT-EMITTING DIODES, INCL. LASER DIODES",,,,,,,
317,8541401000,Romania,"LIGHT-EMITTING DIODES, INCL. LASER DIODES",,,,,,,
318,8541401000,Greece,"LIGHT-EMITTING DIODES, INCL. LASER DIODES",,,,,,,
319,8541401000,Hungary,"LIGHT-EMITTING DIODES, INCL. LASER DIODES",,,,,,,
320,8541401000,Ireland,"LIGHT-EMITTING DIODES, INCL. LASER DIODES",,,,,,,
321,8541401000,Italy,"LIGHT-EMITTING DIODES, INCL. LASER DIODES",,,,,,,
322,8541401000,Latvia,"LIGHT-EMITTING DIODES, INCL. LASER DIODES",,,,,,,
323,8541401000,Lithuania,"LIGHT-EMITTING DIODES, INCL. LASER DIODES",,,,,,,
324,8541401000,Denmark,"LIGHT-EMITTING DIODES, INCL. LASER DIODES",,,,,,,
325,8541401000,Estonia,"LIGHT-EMITTING DIODES, INCL. LASER DIODES",,,,,,,
326,8541401000,Finland,"LIGHT-EMITTING DIODES, INCL. LASER DIODES",,,,,,,
327,8541401000,France,"LIGHT-EMITTING DIODES, INCL. LASER DIODES",,,,,,,
328,8541401000,Germany,"LIGHT-EMITTING DIODES, INCL. LASER DIODES",,,,,,,
329,8541401000,Mauritania,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators) (detailed label not available)",,,,,,,
330,8541401000,Morocco,Cellules photovoltaiques,,,,,,,
331,8541401000,Niger,"Dispositifs photosensib.a semi-conducteur, diodes emettrices de lumiere: '-- cellules solaires même assemblées en modules ou non, ou constituées en panneaux",,,,,,,
332,8541401000,Nigeria,Solar cells whether or not in modules or made up into panels,,,,,,,
333,8541401000,Peru,"Diodos, transistores y dispositivos semiconductores similares; dispositivos semiconductores fotosensibles, incluidas las células fotovoltaicas, aunque estén ensambladas en modulos o paneles; diodos emisores de luz; cristales piezoeléctricos montados.: Dispositivos semiconductores fotosensibles, incluidas las células fotovoltaicas, aunque estén ensambladas en modulos o paneles; diodos emisores de luz: Células fotovoltaicas, aunque estén ensambladas en modulos o paneles",,,,,,,
334,8541401000,Russian Federation,"Light-emitting diodes, incl. laser diodes",,,,,,,
335,8541401000,Senegal,"Diodes, transistors et dispositifs similaires à semi-conducteur; dispositifs photosensibles à semi-conducteur, y compris les cellules photovoltaïques même assemblées en modules ou constituées en panneaux; diodes émettrices de lumière; cristaux piézo-électriques montés: Dispositifs photosensibles à semi-conducteur, y compris les cellules photovoltaïques même assemblées en modules ou constituées en panneaux; diodes émettrices de lumière : Cellules solaires même assemblées en modules ou non, ou constituées en panneaux",,,,,,,
336,8541401000,Serbia,"Photosensitive semiconduct device,photovoltaic cells&light emit diodes: light-emitting diodes, including laser diodes",,,,,,,
337,8541401000,Togo,"Dispositifs photosensib.a semi-conducteur, diodes emettrices de lumiere: cellules solaires même assemblées en modules ou non, ou constituées en panneaux",,,,,,,
338,8541401000,Tunisia,"Dispositifs photosensibles à semi-conducteur, y.c. les cellules photovoltaïques même assemblées en modules ou constituées en panneaux; diodes émettrices de lumière (sauf génératrices photovoltaïques) + libellé détaillé non disponible +",,,,,,,
339,8541401000,"Macedonia, North","Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made-up into panels; light emitting diodes (excl. photovoltaic generators): Light emitting diodes including laser diodes",,,,,,,
340,8541401000,Burkina Faso,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators): cellules solaires meme assemblees en modules ou non, ou constituees en panneaux",,,,,,,
341,8541401000,Uzbekistan,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators) (detailed label not available)",,,,,,,
342,8541401000,"Venezuela, Bolivarian Republic of","Diodos, transistores y dispositivos semiconductores similares; dispositivos semiconductores fotosensibles, incluidas las celulas fotovoltaicas, aunque esten ensambladas en modulos o paneles; diodos emisores de luz; cristales piezoelectricos montados: Dispositivos semiconductores fotosensibles, incluidas las células fotovoltaicas, aunque estén ensambladas en módulos o paneles; diodos emisores de luz: Células fotovoltaicas, aunque estén ensambladas en módulos o paneles",,,,,,,
343,85414010000,Albania,"light-emitting diodes, incl. laser diode",,,,,,,
344,85414010000,Burundi,Eléments de piles solaire et modules solaires équipés ou non d'élts comme diodes,,,,,,,
345,85414010000,Georgia,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators): light-emitting diodes, including laser diodes",,,,,,,
346,85414010000,Thailand,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators): light-emitting diodes",,,,,,,
347,85414010000,Tunisia,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
348,8.5414E+11,Bahamas,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators): photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels ; light emitting diodes : photovoltaic cells (solar panels)",,,,,,,
349,8.5414E+11,Turkey,"Light-emitting diodes, incl. laser diodes",,,,,,,
350,85414010003,Tunisia,"diodes emettrices de lumiere,y compris les diodes laser *",,,,,,,
351,8541401001,Armenia,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators) (detailed label not available)",,,,,,,
352,8541401001,Kazakhstan,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators) (detailed label not available)",,,,,,,
353,8541401001,Kyrgyzstan,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators) (detailed label not available)",,,,,,,
354,8541401001,Russian Federation,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators) (detailed label not available)",,,,,,,
355,8541401002,Armenia,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators) (detailed label not available)",,,,,,,
